Gray Images
Image	Object	Volume_mm3	Min	Max	Mean	Std	
kirby142a_3_1_ax.img	Hippo_L	3533	35.0000	272.0000	152.3461	26.7602	
kirby142a_3_1_ax.img	Hippo_R	3466	25.0000	306.0000	161.0925	30.5664	
kirby142a_3_1_ax.img	Caud_L	4049	51.0000	293.0000	177.6206	24.7832	
kirby142a_3_1_ax.img	Caud_R	4247	59.0000	272.0000	175.9746	24.2822	
kirby142a_3_1_ax.img	Put_L	4655	95.0000	266.0000	190.1364	16.2662	
kirby142a_3_1_ax.img	Put_R	4823	119.0000	266.0000	194.3568	17.6807	
kirby142a_3_1_ax.img	GP_L	1502	185.0000	305.0000	243.9392	13.7164	
kirby142a_3_1_ax.img	GP_R	1568	192.0000	304.0000	249.8446	14.0897	
kirby142a_3_1_ax.img	Thalamus_L	5919	48.0000	287.0000	214.4761	26.2714	
kirby142a_3_1_ax.img	Thalamus_R	6107	56.0000	307.0000	220.1262	29.1764	
kirby142a_3_1_ax.img	HypoThalamus_L	648	85.0000	295.0000	201.8241	38.0432	
kirby142a_3_1_ax.img	HypoThalamus_R	662	108.0000	291.0000	219.0363	27.0769	
kirby142a_3_1_ax.img	BasalForebrain_L	422	135.0000	299.0000	233.2137	34.5932	
kirby142a_3_1_ax.img	BasalForebrain_R	326	141.0000	310.0000	231.4576	34.4089	
kirby142a_3_1_ax.img	NucAccumbens_L	754	97.0000	259.0000	192.9634	20.7861	
kirby142a_3_1_ax.img	NucAccumbens_R	887	55.0000	352.0000	193.8525	27.3646	
kirby142a_3_1_ax.img	RedNc_L	304	239.0000	292.0000	267.4862	8.9670	
kirby142a_3_1_ax.img	RedNc_R	360	240.0000	301.0000	269.4033	9.7905	
kirby142a_3_1_ax.img	Snigra_L	359	240.0000	295.0000	269.0836	9.4357	
kirby142a_3_1_ax.img	Snigra_R	284	245.0000	314.0000	279.0254	10.2585	
kirby142a_3_1_ax.img	CerebellumGM_R	62766	1.0000	265.0000	130.0236	38.9486	
kirby142a_3_1_ax.img	CerebellumGM_L	61514	4.0000	252.0000	121.6924	35.4112	
kirby142a_3_1_ax.img	CP_L	2093	117.0000	320.0000	257.1250	25.1836	
kirby142a_3_1_ax.img	CP_R	2032	121.0000	330.0000	267.2274	25.4104	
kirby142a_3_1_ax.img	Midbrain_L	2524	89.0000	309.0000	239.5991	25.9158	
kirby142a_3_1_ax.img	Midbrain_R	2562	68.0000	320.0000	241.2459	30.3670	
kirby142a_3_1_ax.img	CST_L	1695	209.0000	294.0000	249.3952	12.0425	
kirby142a_3_1_ax.img	CST_R	1576	189.0000	309.0000	254.0632	14.5364	
kirby142a_3_1_ax.img	SCP_L	876	66.0000	278.0000	214.9082	39.3592	
kirby142a_3_1_ax.img	SCP_R	941	111.0000	283.0000	232.5651	30.1138	
kirby142a_3_1_ax.img	MCP_L	3082	30.0000	310.0000	235.0241	28.8222	
kirby142a_3_1_ax.img	MCP_R	3407	56.0000	302.0000	243.2071	29.2160	
kirby142a_3_1_ax.img	PCT_L	936	212.0000	290.0000	251.3564	12.7406	
kirby142a_3_1_ax.img	PCT_R	1013	215.0000	304.0000	258.0604	13.5734	
kirby142a_3_1_ax.img	ICP_L	755	84.0000	268.0000	219.0747	19.7257	
kirby142a_3_1_ax.img	ICP_R	808	153.0000	275.0000	231.2556	18.9427	
kirby142a_3_1_ax.img	ML_L	821	191.0000	267.0000	235.9327	11.6563	
kirby142a_3_1_ax.img	ML_R	1142	149.0000	285.0000	242.3449	13.6316	
kirby142a_3_1_ax.img	Pons_L	300	167.0000	275.0000	235.8840	17.0814	
kirby142a_3_1_ax.img	Pons_R	515	97.0000	272.0000	230.3776	22.0683	
kirby142a_3_1_ax.img	Medulla_L	1736	47.0000	282.0000	205.0041	43.5153	
kirby142a_3_1_ax.img	Medulla_R	1614	36.0000	297.0000	214.9658	38.4597	
kirby142a_3_1_ax.img	ACR_L	14776	159.0000	286.0000	238.9268	14.6313	
kirby142a_3_1_ax.img	ACR_R	14238	148.0000	287.0000	230.6604	14.2698	
kirby142a_3_1_ax.img	SCR_L	16080	140.0000	270.0000	213.2295	13.5746	
kirby142a_3_1_ax.img	SCR_R	15423	162.0000	272.0000	221.5850	12.1363	
kirby142a_3_1_ax.img	PCR_L	6285	160.0000	246.0000	208.7006	10.8433	
kirby142a_3_1_ax.img	PCR_R	5182	165.0000	272.0000	231.8571	10.7482	
kirby142a_3_1_ax.img	GCC_L	2972	104.0000	378.0000	259.3086	24.1024	
kirby142a_3_1_ax.img	GCC_R	3378	81.0000	376.0000	252.5076	26.2294	
kirby142a_3_1_ax.img	BCC_L	5154	45.0000	280.0000	231.1148	27.1448	
kirby142a_3_1_ax.img	BCC_R	5159	25.0000	282.0000	234.9751	28.8706	
kirby142a_3_1_ax.img	SCC_L	6070	37.0000	297.0000	232.5127	28.8194	
kirby142a_3_1_ax.img	SCC_R	6543	41.0000	308.0000	248.6486	27.1715	
kirby142a_3_1_ax.img	PVWl_L	431	41.0000	239.0000	162.0306	47.0611	
kirby142a_3_1_ax.img	PVWl_R	417	20.0000	267.0000	174.5648	57.6599	
kirby142a_3_1_ax.img	ALIC_L	2477	164.0000	306.0000	249.6516	23.3051	
kirby142a_3_1_ax.img	ALIC_R	2494	164.0000	304.0000	250.2108	20.4933	
kirby142a_3_1_ax.img	PLIC_L	3064	177.0000	295.0000	243.1571	17.8968	
kirby142a_3_1_ax.img	PLIC_R	2951	185.0000	303.0000	253.3880	14.4934	
kirby142a_3_1_ax.img	RLIC_L	2789	168.0000	280.0000	237.9910	14.6614	
kirby142a_3_1_ax.img	RLIC_R	2900	179.0000	291.0000	256.1747	12.8485	
kirby142a_3_1_ax.img	EC_L	3531	110.0000	260.0000	198.4657	24.3553	
kirby142a_3_1_ax.img	EC_R	3284	132.0000	267.0000	212.7350	22.9615	
kirby142a_3_1_ax.img	CGC_L	3861	109.0000	267.0000	216.6198	26.0753	
kirby142a_3_1_ax.img	CGC_R	3804	104.0000	272.0000	220.8334	26.3707	
kirby142a_3_1_ax.img	CGH_L	1662	140.0000	277.0000	225.1350	27.2555	
kirby142a_3_1_ax.img	CGH_R	1536	76.0000	305.0000	240.4031	31.5912	
kirby142a_3_1_ax.img	Fx/ST_L	1388	114.0000	303.0000	225.1635	27.9843	
kirby142a_3_1_ax.img	Fx/ST_R	1397	58.0000	307.0000	237.3686	32.9748	
kirby142a_3_1_ax.img	Fx_L	873	29.0000	313.0000	178.7359	57.8219	
kirby142a_3_1_ax.img	Fx_R	870	28.0000	301.0000	183.4497	55.4619	
kirby142a_3_1_ax.img	IFO_L	1803	120.0000	281.0000	206.4634	27.8114	
kirby142a_3_1_ax.img	IFO_R	2102	93.0000	332.0000	208.1068	28.9348	
kirby142a_3_1_ax.img	PTR_L	8799	104.0000	266.0000	201.3002	19.7683	
kirby142a_3_1_ax.img	PTR_R	6330	40.0000	283.0000	227.7812	24.1359	
kirby142a_3_1_ax.img	SS_L	3531	75.0000	279.0000	222.3973	24.4011	
kirby142a_3_1_ax.img	SS_R	4028	113.0000	295.0000	243.5262	19.8398	
kirby142a_3_1_ax.img	SFO_L	338	157.0000	271.0000	233.2028	21.0949	
kirby142a_3_1_ax.img	SFO_R	294	176.0000	258.0000	224.3184	17.5666	
kirby142a_3_1_ax.img	SLF_L	8000	118.0000	245.0000	197.4608	14.1716	
kirby142a_3_1_ax.img	SLF_R	9072	115.0000	260.0000	219.0972	12.6627	
kirby142a_3_1_ax.img	Cl_L	413	86.0000	214.0000	164.8256	16.3787	
kirby142a_3_1_ax.img	Cl_R	504	71.0000	258.0000	169.1119	20.6162	
kirby142a_3_1_ax.img	BasalForebrain_L	1641	30.0000	318.0000	235.5413	46.5018	
kirby142a_3_1_ax.img	BasalForebrain_R	1391	59.0000	355.0000	236.6264	40.9011	
kirby142a_3_1_ax.img	Mammillary_R	83	83.0000	288.0000	202.1884	48.2248	
kirby142a_3_1_ax.img	Mammillary_L	116	80.0000	289.0000	213.0625	44.8578	
kirby142a_3_1_ax.img	LV_Frontal_L	6257	0.0000e+00	283.0000	43.2085	33.4783	
kirby142a_3_1_ax.img	LV_body_L	6482	0.0000e+00	235.0000	36.9426	27.3678	
kirby142a_3_1_ax.img	LV_atrium_L	3124	0.0000e+00	246.0000	37.7080	33.8723	
kirby142a_3_1_ax.img	LV_Occipital_L	172	0.0000e+00	203.0000	81.7273	50.8056	
kirby142a_3_1_ax.img	LV_Inferior_L	1142	1.0000	247.0000	77.6215	48.0128	
kirby142a_3_1_ax.img	LV_Frontal_R	5673	0.0000e+00	245.0000	45.7430	33.0159	
kirby142a_3_1_ax.img	LV_body_R	7010	0.0000e+00	234.0000	38.1620	29.0456	
kirby142a_3_1_ax.img	LV_atrium_R	4818	0.0000e+00	231.0000	31.8844	30.3362	
kirby142a_3_1_ax.img	LV_Occipital_R	359	0.0000e+00	218.0000	36.5284	53.6785	
kirby142a_3_1_ax.img	LV_Inferior_R	1725	1.0000	256.0000	73.8413	49.3994	
kirby142a_3_1_ax.img	III_ventricle	2020	8.0000	250.0000	88.7724	41.4971	
kirby142a_3_1_ax.img	PVWa_L	926	12.0000	258.0000	180.2412	51.3829	
kirby142a_3_1_ax.img	PVWa_R	894	20.0000	253.0000	184.6054	46.9471	
kirby142a_3_1_ax.img	PVWp_L	696	12.0000	250.0000	150.8207	46.8288	
kirby142a_3_1_ax.img	PVWp_R	754	13.0000	280.0000	159.3662	53.1515	
kirby142a_3_1_ax.img	SFWM_L	8003	76.0000	218.0000	167.3120	22.7734	
kirby142a_3_1_ax.img	SFWM_R	8722	83.0000	227.0000	172.4312	23.8087	
kirby142a_3_1_ax.img	SFWM_PFC_L	8636	85.0000	251.0000	200.1377	29.2413	
kirby142a_3_1_ax.img	SFWM_PFC_R	9048	72.0000	235.0000	189.8049	25.9676	
kirby142a_3_1_ax.img	SFWM_pole_L	330	95.0000	241.0000	184.4436	28.8428	
kirby142a_3_1_ax.img	SFWM_pole_R	560	112.0000	224.0000	181.9893	24.8295	
kirby142a_3_1_ax.img	MFWM_L	6767	82.0000	237.0000	174.7491	27.0100	
kirby142a_3_1_ax.img	MFWM_R	7366	71.0000	231.0000	178.4990	26.4156	
kirby142a_3_1_ax.img	MFWM_DPFC_L	4503	85.0000	242.0000	192.3961	29.9615	
kirby142a_3_1_ax.img	MFWM_DPFC_R	4737	93.0000	235.0000	183.2635	27.2901	
kirby142a_3_1_ax.img	IFWM_opercularis_L	2682	106.0000	241.0000	191.5615	27.9063	
kirby142a_3_1_ax.img	IFWM_opercularis_R	3138	103.0000	243.0000	198.0677	25.5759	
kirby142a_3_1_ax.img	IFWM_orbitalis_L	2856	91.0000	256.0000	206.6382	28.8421	
kirby142a_3_1_ax.img	IFWM_orbitalis_R	2034	99.0000	238.0000	198.4643	24.9679	
kirby142a_3_1_ax.img	IFWM_triangularis_L	4043	99.0000	242.0000	203.7148	24.8594	
kirby142a_3_1_ax.img	IFWM_triangularis_R	2872	93.0000	235.0000	194.4964	26.8262	
kirby142a_3_1_ax.img	LFOWM_L	2787	104.0000	260.0000	203.6537	31.1016	
kirby142a_3_1_ax.img	LFOWM_R	2450	100.0000	256.0000	195.6997	30.2448	
kirby142a_3_1_ax.img	MFOWM_L	2417	108.0000	293.0000	218.0174	34.1745	
kirby142a_3_1_ax.img	MFOWM_R	1979	112.0000	285.0000	203.1371	32.5291	
kirby142a_3_1_ax.img	RGWM_L	2192	104.0000	355.0000	217.0214	37.9613	
kirby142a_3_1_ax.img	RGWM_R	2704	84.0000	325.0000	211.1647	36.1731	
kirby142a_3_1_ax.img	PoCWM_L	9710	71.0000	238.0000	159.2251	25.7239	
kirby142a_3_1_ax.img	PoCWM_R	9820	70.0000	244.0000	172.4437	28.0005	
kirby142a_3_1_ax.img	PrCWM_L	12351	77.0000	243.0000	166.7441	28.2108	
kirby142a_3_1_ax.img	PrCWM_R	16587	87.0000	248.0000	179.1607	28.6340	
kirby142a_3_1_ax.img	SPWM_L	8232	80.0000	226.0000	178.4274	24.1747	
kirby142a_3_1_ax.img	SPWM_R	8016	88.0000	256.0000	194.2711	27.8541	
kirby142a_3_1_ax.img	SMWM_L	4364	81.0000	232.0000	169.9090	26.2835	
kirby142a_3_1_ax.img	SMWM_R	4834	81.0000	258.0000	189.0353	28.9646	
kirby142a_3_1_ax.img	AGWM_L	4071	75.0000	203.0000	157.2966	22.7962	
kirby142a_3_1_ax.img	AGWM_R	4248	74.0000	232.0000	180.5404	26.1566	
kirby142a_3_1_ax.img	PrCuWM_L	3011	85.0000	232.0000	168.5062	26.2190	
kirby142a_3_1_ax.img	PrCuWM_R	2230	91.0000	251.0000	175.2890	30.3695	
kirby142a_3_1_ax.img	STWM_L	10418	87.0000	279.0000	191.7981	29.3103	
kirby142a_3_1_ax.img	STWM_R	10738	100.0000	276.0000	206.7958	30.5008	
kirby142a_3_1_ax.img	STWM_L_pole	1704	92.0000	255.0000	181.6852	26.3164	
kirby142a_3_1_ax.img	STWM_R_pole	1558	101.0000	245.0000	180.9430	26.3059	
kirby142a_3_1_ax.img	MTWM_L	9206	87.0000	271.0000	199.3079	29.1363	
kirby142a_3_1_ax.img	MTWM_R	10092	98.0000	271.0000	213.3084	28.5525	
kirby142a_3_1_ax.img	MTWM_L_pole	1662	114.0000	262.0000	203.9162	28.8961	
kirby142a_3_1_ax.img	MTWM_R_pole	1521	113.0000	281.0000	201.8248	28.2241	
kirby142a_3_1_ax.img	ITWM_L	6566	71.0000	271.0000	193.5642	30.1895	
kirby142a_3_1_ax.img	ITWM_R	6658	82.0000	277.0000	207.6247	28.4258	
kirby142a_3_1_ax.img	FuWM_L	5666	29.0000	273.0000	186.6723	33.5429	
kirby142a_3_1_ax.img	FuWM_R	7136	101.0000	296.0000	206.0646	35.3008	
kirby142a_3_1_ax.img	SOWM_L	3348	97.0000	225.0000	174.7710	21.8781	
kirby142a_3_1_ax.img	SOWM_R	6116	85.0000	249.0000	192.0175	27.3900	
kirby142a_3_1_ax.img	MOWM_L	12785	77.0000	220.0000	164.2098	21.8568	
kirby142a_3_1_ax.img	MOWM_R	13096	73.0000	254.0000	185.5680	28.3974	
kirby142a_3_1_ax.img	IOWM_L	1979	94.0000	206.0000	165.6713	20.1099	
kirby142a_3_1_ax.img	IOWM_R	2796	99.0000	254.0000	198.7476	25.9068	
kirby142a_3_1_ax.img	CuWM_L	5777	81.0000	227.0000	166.9063	24.9339	
kirby142a_3_1_ax.img	CuWM_R	5106	64.0000	249.0000	177.0816	28.9540	
kirby142a_3_1_ax.img	LGWM_L	7216	75.0000	267.0000	178.3981	31.1663	
kirby142a_3_1_ax.img	LGWM_R	6482	36.0000	292.0000	195.5458	35.4162	
kirby142a_3_1_ax.img	rostralWM_ACC_L	186	122.0000	236.0000	187.4839	24.2913	
kirby142a_3_1_ax.img	rostralWM_ACC_R	2	297.0000	297.0000	297.0000	0.0000e+00	
kirby142a_3_1_ax.img	subcallosalWM_ACC_L	99	156.0000	270.0000	245.9268	20.9277	
kirby142a_3_1_ax.img	subcallosalWM_ACC_R	116	152.0000	292.0000	220.7083	26.6603	
kirby142a_3_1_ax.img	subgenualWM_ACC_L	233	166.0000	303.0000	236.4124	24.9927	
kirby142a_3_1_ax.img	subgenualWM_ACC_R	118	151.0000	301.0000	234.6939	23.1241	
kirby142a_3_1_ax.img	dorsalWM_ACC_L	2276	103.0000	257.0000	195.3987	28.7241	
kirby142a_3_1_ax.img	dorsalWM_ACC_R	1418	109.0000	256.0000	190.6274	28.0593	
kirby142a_3_1_ax.img	PCCWM_L	3825	96.0000	265.0000	211.9043	24.2964	
kirby142a_3_1_ax.img	PCCWM_R	3474	74.0000	289.0000	231.2497	27.1088	
kirby142a_3_1_ax.img	CerebellumWM_R	9814	103.0000	288.0000	217.9730	26.5619	
kirby142a_3_1_ax.img	CerebellumWM_L	8655	81.0000	275.0000	199.9918	25.3833	
kirby142a_3_1_ax.img	MCP_cb_L	2788	172.0000	257.0000	215.5743	13.9927	
kirby142a_3_1_ax.img	MCP_cb_R	2818	200.0000	290.0000	239.5762	13.1126	
kirby142a_3_1_ax.img	ICP_cb_L	555	163.0000	262.0000	228.2186	12.7064	
kirby142a_3_1_ax.img	ICP_cb_R	596	145.0000	284.0000	233.5806	20.7931	
kirby142a_3_1_ax.img	FrontSul_L	15466	0.0000e+00	108.0000	31.3586	18.9362	
kirby142a_3_1_ax.img	FrontSul_R	11088	0.0000e+00	111.0000	31.3635	19.8373	
kirby142a_3_1_ax.img	CentralSul_L	2469	1.0000	100.0000	30.6500	18.7203	
kirby142a_3_1_ax.img	CentralSul_R	2457	0.0000e+00	126.0000	28.5042	19.2384	
kirby142a_3_1_ax.img	SylFrontSul_L	1901	1.0000	127.0000	38.8018	23.7661	
kirby142a_3_1_ax.img	SylFrontSul_R	1182	0.0000e+00	116.0000	43.1320	23.2926	
kirby142a_3_1_ax.img	SylTempSul_L	1331	1.0000	155.0000	40.2615	22.3836	
kirby142a_3_1_ax.img	SylTempSul_R	845	3.0000	147.0000	44.1861	22.5843	
kirby142a_3_1_ax.img	SylParieSul_L	345	0.0000e+00	83.0000	32.9129	17.6405	
kirby142a_3_1_ax.img	SylParieSul_R	315	1.0000	116.0000	35.8740	19.7243	
kirby142a_3_1_ax.img	ParietSul_L	9725	0.0000e+00	109.0000	27.5073	18.8678	
kirby142a_3_1_ax.img	ParietSul_R	10545	0.0000e+00	119.0000	29.4144	20.3602	
kirby142a_3_1_ax.img	CinguSul_L	1386	0.0000e+00	130.0000	54.5100	25.5782	
kirby142a_3_1_ax.img	CinguSul_R	1722	1.0000	143.0000	47.6829	24.4243	
kirby142a_3_1_ax.img	OcciptSul_L	1899	0.0000e+00	124.0000	30.0601	20.4333	
kirby142a_3_1_ax.img	OcciptSul_R	1730	1.0000	151.0000	37.7162	23.5447	
kirby142a_3_1_ax.img	TempSul_L	473	5.0000	111.0000	42.5279	17.4468	
kirby142a_3_1_ax.img	TempSul_R	406	4.0000	101.0000	43.6509	18.8296	
kirby142a_3_1_ax.img	Caudate_tail_L	334	31.0000	256.0000	160.4137	43.8018	
kirby142a_3_1_ax.img	Fimbria_L	17	166.0000	261.0000	217.8571	25.0310	
kirby142a_3_1_ax.img	Caudate_tail_R	281	46.0000	272.0000	164.2393	45.2941	
kirby142a_3_1_ax.img	Fimbria_R	33	164.0000	338.0000	218.8519	32.8765	
kirby142a_3_1_ax.img	Chroid_LVetc_L	302	34.0000	210.0000	122.7450	33.0090	
kirby142a_3_1_ax.img	Chroid_LVetc_R	250	16.0000	217.0000	120.1490	41.8686	
kirby142a_3_1_ax.img	IV_ventricle	2728	5.0000	241.0000	73.8768	42.0581	
kirby142a_3_1_ax.img	ECCL_L	336	137.0000	224.0000	172.3250	15.2219	
kirby142a_3_1_ax.img	ECCL_R	401	150.0000	227.0000	188.5479	15.0517	



Type2-L1 Statistics

kirby142a_3_1_ax.img	Hemisphere_L	554759	1.0000	378.0000	149.8923	57.3424	
kirby142a_3_1_ax.img	Hemisphere_R	561287	0.0000e+00	376.0000	157.2229	58.7801	
kirby142a_3_1_ax.img	Brainstem	31728	30.0000	330.0000	241.1514	31.2160	
kirby142a_3_1_ax.img	Cerebellum	149502	1.0000	290.0000	140.8555	48.8787	
kirby142a_3_1_ax.img	CSF	107334	0.0000e+00	283.0000	38.3012	30.1581	



Type2-L2 Statistics

kirby142a_3_1_ax.img	Hemisphere_L	436823	1.0000	355.0000	132.1064	49.2533	
kirby142a_3_1_ax.img	Hemisphere_R	444950	0.0000e+00	325.0000	139.7210	51.2920	
kirby142a_3_1_ax.img	CerebralNucli_L	12948	31.0000	305.0000	187.9703	30.6840	
kirby142a_3_1_ax.img	CerebralNucli_R	13823	30.0000	352.0000	190.1221	32.1674	
kirby142a_3_1_ax.img	Thalamus_L	5919	48.0000	287.0000	214.4761	26.2714	
kirby142a_3_1_ax.img	Thalamus_R	6107	56.0000	307.0000	220.1262	29.1764	
kirby142a_3_1_ax.img	BasalForebrain_L	3238	30.0000	318.0000	218.6738	47.3931	
kirby142a_3_1_ax.img	BasalForebrain_R	2964	59.0000	355.0000	219.6931	42.5334	
kirby142a_3_1_ax.img	midbrain	10516	68.0000	330.0000	252.7194	28.4571	
kirby142a_3_1_ax.img	Cerebellum_R	75993	1.0000	290.0000	146.2543	51.1692	
kirby142a_3_1_ax.img	Cerebellum_L	73510	4.0000	275.0000	135.2743	45.7269	
kirby142a_3_1_ax.img	Brainstem_L	10199	30.0000	310.0000	230.9933	32.2968	
kirby142a_3_1_ax.img	Brainstem_R	11014	36.0000	309.0000	239.5130	29.0183	
kirby142a_3_1_ax.img	WhiteMatter_L	95832	12.0000	378.0000	219.5070	28.8054	
kirby142a_3_1_ax.img	WhiteMatter_R	93444	13.0000	376.0000	229.6019	26.8406	
kirby142a_3_1_ax.img	Ventricle	42056	0.0000e+00	283.0000	47.5312	38.7481	
kirby142a_3_1_ax.img	Sulcus_L	34992	0.0000e+00	155.0000	31.9940	20.5043	
kirby142a_3_1_ax.img	Sulcus_R	30287	0.0000e+00	151.0000	32.7719	21.3971	



Type2-L3 Statistics

kirby142a_3_1_ax.img	Frontal_L	148538	1.0000	355.0000	134.0152	52.3477	
kirby142a_3_1_ax.img	Frontal_R	153328	0.0000e+00	325.0000	134.7482	50.5112	
kirby142a_3_1_ax.img	Parietal_L	84167	2.0000	245.0000	126.8024	49.3797	
kirby142a_3_1_ax.img	Parietal_R	86837	1.0000	260.0000	139.6715	54.4572	
kirby142a_3_1_ax.img	Temporal_L	101404	1.0000	279.0000	137.0475	49.9713	
kirby142a_3_1_ax.img	Temporal_R	102275	2.0000	296.0000	149.7900	52.9599	
kirby142a_3_1_ax.img	Limbic_L	36137	3.0000	303.0000	144.9646	44.7248	
kirby142a_3_1_ax.img	Limbic_R	34870	8.0000	320.0000	146.6004	47.2390	
kirby142a_3_1_ax.img	Occipital_L	69416	1.0000	267.0000	129.7158	45.3179	
kirby142a_3_1_ax.img	Occipital_R	71718	1.0000	292.0000	144.4314	52.0778	
kirby142a_3_1_ax.img	Insula_L	6819	2.0000	218.0000	122.0852	25.4801	
kirby142a_3_1_ax.img	Insula_R	7013	10.0000	281.0000	129.9002	27.6152	
kirby142a_3_1_ax.img	BasalGang_L	11292	31.0000	305.0000	192.1121	30.0592	
kirby142a_3_1_ax.img	BasalGang_R	11805	46.0000	352.0000	194.3560	31.9873	
kirby142a_3_1_ax.img	Thalamus_L	5919	48.0000	287.0000	214.4761	26.2714	
kirby142a_3_1_ax.img	Thalamus_R	6107	56.0000	307.0000	220.1262	29.1764	
kirby142a_3_1_ax.img	BasalForebrain_L	3238	30.0000	318.0000	218.6738	47.3931	
kirby142a_3_1_ax.img	BasalForebrain_R	2964	59.0000	355.0000	219.6931	42.5334	
kirby142a_3_1_ax.img	midbrain_L	5279	89.0000	320.0000	250.1553	26.4074	
kirby142a_3_1_ax.img	midbrain_R	5237	68.0000	330.0000	255.3041	30.1638	
kirby142a_3_1_ax.img	Cerebellum_R	75993	1.0000	290.0000	146.2543	51.1692	
kirby142a_3_1_ax.img	Cerebellum_L	73510	4.0000	275.0000	135.2743	45.7269	
kirby142a_3_1_ax.img	Pons_L	7709	30.0000	310.0000	238.0103	26.4668	
kirby142a_3_1_ax.img	Pons_R	8592	56.0000	309.0000	244.9003	24.8835	
kirby142a_3_1_ax.img	Medulla_L	2490	47.0000	282.0000	209.2694	38.4623	
kirby142a_3_1_ax.img	Medulla_R	2422	36.0000	297.0000	220.3984	34.1248	
kirby142a_3_1_ax.img	AnteriorWM_L	32118	12.0000	286.0000	224.3107	22.0907	
kirby142a_3_1_ax.img	AnteriorWM_R	30849	20.0000	287.0000	224.7281	17.3860	
kirby142a_3_1_ax.img	PosteriorWM_L	6981	12.0000	250.0000	202.9295	25.0046	
kirby142a_3_1_ax.img	PosteriorWM_R	5936	13.0000	280.0000	222.6529	32.2811	
kirby142a_3_1_ax.img	CorpusCallosum_L	14195	37.0000	378.0000	237.6139	29.4832	
kirby142a_3_1_ax.img	CorpusCallosum_R	15080	25.0000	376.0000	244.8352	28.5018	
kirby142a_3_1_ax.img	InferiorWM_L	26758	41.0000	306.0000	216.1536	30.3146	
kirby142a_3_1_ax.img	InferiorWM_R	24903	20.0000	332.0000	233.7483	29.2975	
kirby142a_3_1_ax.img	LimbicWM_L	7782	29.0000	313.0000	215.7144	34.6254	
kirby142a_3_1_ax.img	LimbicWM_R	7607	28.0000	307.0000	223.5457	37.1588	
kirby142a_3_1_ax.img	LateralVentricle_L	17476	0.0000e+00	283.0000	43.8978	36.0448	
kirby142a_3_1_ax.img	LateralVentricle_R	19833	0.0000e+00	256.0000	42.9098	36.3136	
kirby142a_3_1_ax.img	III_ventricle	2020	8.0000	250.0000	88.7724	41.4971	
kirby142a_3_1_ax.img	FrontSul_L	17367	0.0000e+00	127.0000	32.1733	19.6610	
kirby142a_3_1_ax.img	FrontSul_R	12270	0.0000e+00	116.0000	32.4972	20.4922	
kirby142a_3_1_ax.img	CentralSul_L	2469	1.0000	100.0000	30.6500	18.7203	
kirby142a_3_1_ax.img	CentralSul_R	2457	0.0000e+00	126.0000	28.5042	19.2384	
kirby142a_3_1_ax.img	TempSul_L	1804	1.0000	155.0000	40.8556	21.2243	
kirby142a_3_1_ax.img	TempSul_R	1251	3.0000	147.0000	44.0125	21.4400	
kirby142a_3_1_ax.img	ParietSul_L	10070	0.0000e+00	109.0000	27.6922	18.8528	
kirby142a_3_1_ax.img	ParietSul_R	10859	0.0000e+00	119.0000	29.6014	20.3709	
kirby142a_3_1_ax.img	CinguSul_L	1386	0.0000e+00	130.0000	54.5100	25.5782	
kirby142a_3_1_ax.img	CinguSul_R	1722	1.0000	143.0000	47.6829	24.4243	
kirby142a_3_1_ax.img	OcciptSul_L	1899	0.0000e+00	124.0000	30.0601	20.4333	
kirby142a_3_1_ax.img	OcciptSul_R	1730	1.0000	151.0000	37.7162	23.5447	
kirby142a_3_1_ax.img	IV_ventricle	2728	5.0000	241.0000	73.8768	42.0581	



Type2-L4 Statistics

kirby142a_3_1_ax.img	Frontal_L	148538	1.0000	355.0000	134.0152	52.3477	
kirby142a_3_1_ax.img	Frontal_R	153328	0.0000e+00	325.0000	134.7482	50.5112	
kirby142a_3_1_ax.img	Parietal_L	84167	2.0000	245.0000	126.8024	49.3797	
kirby142a_3_1_ax.img	Parietal_R	86837	1.0000	260.0000	139.6715	54.4572	
kirby142a_3_1_ax.img	Temporal_L	101404	1.0000	279.0000	137.0475	49.9713	
kirby142a_3_1_ax.img	Temporal_R	102275	2.0000	296.0000	149.7900	52.9599	
kirby142a_3_1_ax.img	Limbic_L	13911	35.0000	303.0000	179.6631	37.2119	
kirby142a_3_1_ax.img	Limbic_R	12894	25.0000	306.0000	185.8244	40.8411	
kirby142a_3_1_ax.img	Occipital_L	69416	1.0000	267.0000	129.7158	45.3179	
kirby142a_3_1_ax.img	Occipital_R	71718	1.0000	292.0000	144.4314	52.0778	
kirby142a_3_1_ax.img	Cingulate_L	22227	3.0000	292.0000	123.2485	34.0657	
kirby142a_3_1_ax.img	Cingulate_R	21976	8.0000	320.0000	123.5860	33.6124	
kirby142a_3_1_ax.img	Insula_L	6819	2.0000	218.0000	122.0852	25.4801	
kirby142a_3_1_ax.img	Insula_R	7013	10.0000	281.0000	129.9002	27.6152	
kirby142a_3_1_ax.img	Striatum_L	9791	31.0000	293.0000	184.1656	23.2004	
kirby142a_3_1_ax.img	Striatum_R	10238	46.0000	352.0000	185.8613	24.6154	
kirby142a_3_1_ax.img	GP_L	1502	185.0000	305.0000	243.9392	13.7164	
kirby142a_3_1_ax.img	GP_R	1568	192.0000	304.0000	249.8446	14.0897	
