Gray Images
Image	Object	Volume_mm3	Min	Max	Mean	Std	
kirby127a_3_1_ax.img	Amyg_R	2349	34.0000	259.0000	150.9581	20.2500	
kirby127a_3_1_ax.img	Hippo_L	3923	11.0000	235.0000	138.6663	24.0460	
kirby127a_3_1_ax.img	Hippo_R	3735	28.0000	260.0000	146.8274	25.1840	
kirby127a_3_1_ax.img	Caud_L	3570	14.0000	235.0000	157.0807	24.1810	
kirby127a_3_1_ax.img	Caud_R	3723	24.0000	246.0000	154.5006	22.5121	
kirby127a_3_1_ax.img	Put_L	4385	114.0000	236.0000	169.1809	15.0620	
kirby127a_3_1_ax.img	Put_R	4400	87.0000	240.0000	173.2425	16.6580	
kirby127a_3_1_ax.img	GP_L	1368	150.0000	273.0000	217.7404	14.0643	
kirby127a_3_1_ax.img	GP_R	1478	168.0000	273.0000	225.6158	12.9086	
kirby127a_3_1_ax.img	Thalamus_L	6342	38.0000	268.0000	192.1482	24.4523	
kirby127a_3_1_ax.img	Thalamus_R	6372	34.0000	265.0000	194.3232	27.0116	
kirby127a_3_1_ax.img	HypoThalamus_L	665	85.0000	260.0000	183.7545	29.3965	
kirby127a_3_1_ax.img	HypoThalamus_R	761	73.0000	265.0000	188.7303	28.6582	
kirby127a_3_1_ax.img	BasalForebrain_L	406	132.0000	271.0000	204.1065	31.9136	
kirby127a_3_1_ax.img	BasalForebrain_R	410	119.0000	274.0000	200.3666	29.9819	
kirby127a_3_1_ax.img	NucAccumbens_L	712	113.0000	229.0000	169.1686	15.6990	
kirby127a_3_1_ax.img	NucAccumbens_R	782	42.0000	253.0000	170.2135	23.0430	
kirby127a_3_1_ax.img	RedNc_L	350	220.0000	277.0000	251.1924	10.1377	
kirby127a_3_1_ax.img	RedNc_R	430	222.0000	281.0000	254.4944	10.2155	
kirby127a_3_1_ax.img	Snigra_L	387	209.0000	270.0000	246.6925	10.0252	
kirby127a_3_1_ax.img	Snigra_R	256	231.0000	280.0000	252.3991	9.9753	
kirby127a_3_1_ax.img	CerebellumGM_R	58504	2.0000	255.0000	119.9705	35.1870	
kirby127a_3_1_ax.img	CerebellumGM_L	59435	3.0000	235.0000	109.3871	32.7480	
kirby127a_3_1_ax.img	CP_L	1935	83.0000	296.0000	234.9324	24.3014	
kirby127a_3_1_ax.img	CP_R	2014	106.0000	307.0000	245.0113	24.5482	
kirby127a_3_1_ax.img	Midbrain_L	2273	57.0000	290.0000	216.2012	27.8744	
kirby127a_3_1_ax.img	Midbrain_R	2626	55.0000	302.0000	218.6915	31.4087	
kirby127a_3_1_ax.img	CST_L	1569	191.0000	273.0000	232.1959	12.6214	
kirby127a_3_1_ax.img	CST_R	1427	186.0000	283.0000	240.4037	12.8030	
kirby127a_3_1_ax.img	SCP_L	954	41.0000	252.0000	196.2579	37.8860	
kirby127a_3_1_ax.img	SCP_R	1040	67.0000	280.0000	210.3764	33.7622	
kirby127a_3_1_ax.img	MCP_L	2897	35.0000	275.0000	214.7759	29.0789	
kirby127a_3_1_ax.img	MCP_R	2997	61.0000	299.0000	227.6464	29.2010	
kirby127a_3_1_ax.img	PCT_L	964	198.0000	273.0000	236.0946	12.7477	
kirby127a_3_1_ax.img	PCT_R	852	203.0000	293.0000	242.1155	13.1206	
kirby127a_3_1_ax.img	ICP_L	892	109.0000	252.0000	210.0175	17.4469	
kirby127a_3_1_ax.img	ICP_R	926	106.0000	272.0000	213.7367	23.4320	
kirby127a_3_1_ax.img	ML_L	842	172.0000	253.0000	219.7118	11.9019	
kirby127a_3_1_ax.img	ML_R	1071	167.0000	266.0000	228.2130	12.4903	
kirby127a_3_1_ax.img	Pons_L	267	103.0000	255.0000	220.5045	19.3483	
kirby127a_3_1_ax.img	Pons_R	648	136.0000	255.0000	211.9167	18.2389	
kirby127a_3_1_ax.img	Medulla_L	1511	25.0000	283.0000	187.8086	42.7725	
kirby127a_3_1_ax.img	Medulla_R	1646	12.0000	286.0000	197.5872	40.0443	
kirby127a_3_1_ax.img	ACR_L	12600	115.0000	257.0000	209.7654	15.5047	
kirby127a_3_1_ax.img	ACR_R	13280	111.0000	263.0000	207.1446	14.8925	
kirby127a_3_1_ax.img	SCR_L	13461	118.0000	240.0000	188.9013	12.0331	
kirby127a_3_1_ax.img	SCR_R	14350	148.0000	244.0000	193.7092	11.1880	
kirby127a_3_1_ax.img	PCR_L	4400	149.0000	227.0000	188.3852	9.3191	
kirby127a_3_1_ax.img	PCR_R	3772	144.0000	235.0000	207.4219	9.1510	
kirby127a_3_1_ax.img	GCC_L	2584	40.0000	304.0000	227.1393	26.4686	
kirby127a_3_1_ax.img	GCC_R	2748	59.0000	300.0000	223.6642	27.0979	
kirby127a_3_1_ax.img	BCC_L	4120	26.0000	260.0000	199.8736	31.9456	
kirby127a_3_1_ax.img	BCC_R	4487	11.0000	258.0000	200.8171	34.7113	
kirby127a_3_1_ax.img	SCC_L	5427	15.0000	280.0000	212.3123	29.9394	
kirby127a_3_1_ax.img	SCC_R	5932	45.0000	281.0000	224.3979	28.7507	
kirby127a_3_1_ax.img	PVWl_L	392	11.0000	216.0000	131.0399	45.0682	
kirby127a_3_1_ax.img	PVWl_R	392	10.0000	232.0000	143.0460	52.4531	
kirby127a_3_1_ax.img	ALIC_L	2344	142.0000	278.0000	222.3963	21.9805	
kirby127a_3_1_ax.img	ALIC_R	2528	131.0000	263.0000	222.2013	18.3836	
kirby127a_3_1_ax.img	PLIC_L	3389	144.0000	266.0000	215.1944	16.9224	
kirby127a_3_1_ax.img	PLIC_R	3297	160.0000	271.0000	223.3895	14.5145	
kirby127a_3_1_ax.img	RLIC_L	3064	117.0000	256.0000	210.5570	16.6071	
kirby127a_3_1_ax.img	RLIC_R	3100	105.0000	279.0000	233.2505	16.7529	
kirby127a_3_1_ax.img	EC_L	3306	90.0000	238.0000	167.6544	22.1112	
kirby127a_3_1_ax.img	EC_R	3167	107.0000	247.0000	183.6510	21.5477	
kirby127a_3_1_ax.img	CGC_L	3135	95.0000	244.0000	195.9571	27.1542	
kirby127a_3_1_ax.img	CGC_R	3563	81.0000	252.0000	195.0303	28.8304	
kirby127a_3_1_ax.img	CGH_L	1811	108.0000	264.0000	207.7913	27.9957	
kirby127a_3_1_ax.img	CGH_R	1725	122.0000	281.0000	217.8100	32.4410	
kirby127a_3_1_ax.img	Fx/ST_L	1425	71.0000	263.0000	198.5088	28.5076	
kirby127a_3_1_ax.img	Fx/ST_R	1438	45.0000	287.0000	216.0526	32.7371	
kirby127a_3_1_ax.img	Fx_L	903	13.0000	276.0000	152.1463	59.3877	
kirby127a_3_1_ax.img	Fx_R	996	14.0000	277.0000	150.4217	56.4963	
kirby127a_3_1_ax.img	IFO_L	1808	97.0000	261.0000	179.1793	29.6291	
kirby127a_3_1_ax.img	IFO_R	1865	108.0000	285.0000	183.0547	28.3510	
kirby127a_3_1_ax.img	PTR_L	7073	38.0000	237.0000	184.9320	18.1844	
kirby127a_3_1_ax.img	PTR_R	5676	96.0000	262.0000	210.3795	23.7225	
kirby127a_3_1_ax.img	SS_L	3590	61.0000	254.0000	196.3898	24.2395	
kirby127a_3_1_ax.img	SS_R	4043	62.0000	270.0000	224.9225	21.5643	
kirby127a_3_1_ax.img	SFO_L	363	153.0000	245.0000	204.2053	22.4134	
kirby127a_3_1_ax.img	SFO_R	276	127.0000	239.0000	193.6130	23.2602	
kirby127a_3_1_ax.img	SLF_L	6989	98.0000	212.0000	178.7222	13.1158	
kirby127a_3_1_ax.img	SLF_R	7782	120.0000	234.0000	197.5736	13.6107	
kirby127a_3_1_ax.img	Cl_L	419	82.0000	198.0000	140.0544	18.2735	
kirby127a_3_1_ax.img	Cl_R	563	49.0000	197.0000	149.5800	22.1731	
kirby127a_3_1_ax.img	BasalForebrain_L	1727	15.0000	295.0000	212.6101	41.9549	
kirby127a_3_1_ax.img	BasalForebrain_R	1470	10.0000	335.0000	209.6457	43.2738	
kirby127a_3_1_ax.img	Mammillary_R	104	52.0000	256.0000	179.3837	44.2922	
kirby127a_3_1_ax.img	Mammillary_L	125	98.0000	274.0000	198.3558	37.5727	
kirby127a_3_1_ax.img	LV_Frontal_L	6756	0.0000e+00	218.0000	31.2687	26.8300	
kirby127a_3_1_ax.img	LV_body_L	8321	0.0000e+00	208.0000	26.8118	22.5316	
kirby127a_3_1_ax.img	LV_atrium_L	4559	0.0000e+00	230.0000	26.2527	25.9881	
kirby127a_3_1_ax.img	LV_Occipital_L	418	0.0000e+00	179.0000	40.8075	41.7804	
kirby127a_3_1_ax.img	LV_Inferior_L	834	1.0000	193.0000	70.6230	42.9697	
kirby127a_3_1_ax.img	LV_Frontal_R	5885	1.0000	218.0000	38.5332	29.6808	
kirby127a_3_1_ax.img	LV_body_R	7959	0.0000e+00	220.0000	26.0752	23.2115	
kirby127a_3_1_ax.img	LV_atrium_R	4100	0.0000e+00	245.0000	30.7974	31.2123	
kirby127a_3_1_ax.img	LV_Occipital_R	120	4.0000	207.0000	141.5600	44.0532	
kirby127a_3_1_ax.img	LV_Inferior_R	909	0.0000e+00	242.0000	72.3567	48.0762	
kirby127a_3_1_ax.img	III_ventricle	2418	6.0000	214.0000	73.2938	35.4151	
kirby127a_3_1_ax.img	PVWa_L	836	9.0000	237.0000	150.2299	45.2199	
kirby127a_3_1_ax.img	PVWa_R	867	11.0000	218.0000	152.7687	38.5678	
kirby127a_3_1_ax.img	PVWp_L	785	2.0000	225.0000	129.8960	46.5375	
kirby127a_3_1_ax.img	PVWp_R	650	15.0000	232.0000	130.6543	50.6143	
kirby127a_3_1_ax.img	SFWM_L	8423	63.0000	211.0000	148.4794	24.7329	
kirby127a_3_1_ax.img	SFWM_R	7641	61.0000	207.0000	146.4206	25.1054	
kirby127a_3_1_ax.img	SFWM_PFC_L	8924	67.0000	226.0000	170.1370	29.6822	
kirby127a_3_1_ax.img	SFWM_PFC_R	8770	70.0000	219.0000	164.2568	27.9375	
kirby127a_3_1_ax.img	SFWM_pole_L	512	89.0000	215.0000	160.3310	27.7770	
kirby127a_3_1_ax.img	SFWM_pole_R	810	80.0000	210.0000	157.4385	24.3504	
kirby127a_3_1_ax.img	MFWM_L	7026	63.0000	208.0000	149.4092	25.7490	
kirby127a_3_1_ax.img	MFWM_R	7371	66.0000	212.0000	152.9227	26.2205	
kirby127a_3_1_ax.img	MFWM_DPFC_L	4912	70.0000	222.0000	162.9052	28.7326	
kirby127a_3_1_ax.img	MFWM_DPFC_R	6158	68.0000	223.0000	161.2469	28.2792	
kirby127a_3_1_ax.img	IFWM_opercularis_L	2224	80.0000	211.0000	168.0464	25.1340	
kirby127a_3_1_ax.img	IFWM_opercularis_R	3820	83.0000	217.0000	173.6478	25.9726	
kirby127a_3_1_ax.img	IFWM_orbitalis_L	3419	78.0000	230.0000	175.0421	30.4168	
kirby127a_3_1_ax.img	IFWM_orbitalis_R	2484	83.0000	226.0000	175.1522	28.3844	
kirby127a_3_1_ax.img	IFWM_triangularis_L	4643	78.0000	217.0000	173.7697	26.1290	
kirby127a_3_1_ax.img	IFWM_triangularis_R	3676	81.0000	211.0000	169.9902	27.1484	
kirby127a_3_1_ax.img	LFOWM_L	2528	89.0000	242.0000	169.6163	31.5630	
kirby127a_3_1_ax.img	LFOWM_R	1992	85.0000	234.0000	166.9771	29.1738	
kirby127a_3_1_ax.img	MFOWM_L	2238	100.0000	260.0000	192.3249	33.1295	
kirby127a_3_1_ax.img	MFOWM_R	2073	89.0000	259.0000	174.9664	31.2510	
kirby127a_3_1_ax.img	RGWM_L	2846	93.0000	374.0000	184.8195	38.5003	
kirby127a_3_1_ax.img	RGWM_R	3507	92.0000	278.0000	185.2392	34.0974	
kirby127a_3_1_ax.img	PoCWM_L	8442	55.0000	203.0000	141.1719	25.0935	
kirby127a_3_1_ax.img	PoCWM_R	8886	65.0000	209.0000	147.8732	26.1858	
kirby127a_3_1_ax.img	PrCWM_L	12064	65.0000	214.0000	144.0060	26.8433	
kirby127a_3_1_ax.img	PrCWM_R	14686	71.0000	220.0000	152.7683	28.2526	
kirby127a_3_1_ax.img	SPWM_L	7455	73.0000	211.0000	160.9356	25.3025	
kirby127a_3_1_ax.img	SPWM_R	7304	69.0000	229.0000	170.4780	28.7081	
kirby127a_3_1_ax.img	SMWM_L	3935	64.0000	200.0000	146.3315	25.5189	
kirby127a_3_1_ax.img	SMWM_R	4781	61.0000	224.0000	159.0866	29.1813	
kirby127a_3_1_ax.img	AGWM_L	3636	68.0000	189.0000	143.3254	22.0548	
kirby127a_3_1_ax.img	AGWM_R	5099	69.0000	221.0000	157.6962	26.9413	
kirby127a_3_1_ax.img	PrCuWM_L	2985	71.0000	217.0000	148.0080	28.3243	
kirby127a_3_1_ax.img	PrCuWM_R	2536	71.0000	221.0000	150.9593	27.5084	
kirby127a_3_1_ax.img	STWM_L	8800	77.0000	258.0000	164.6416	29.5467	
kirby127a_3_1_ax.img	STWM_R	7839	43.0000	260.0000	184.6131	32.9096	
kirby127a_3_1_ax.img	STWM_L_pole	1293	80.0000	218.0000	151.6258	25.1484	
kirby127a_3_1_ax.img	STWM_R_pole	1283	84.0000	214.0000	152.9420	25.1315	
kirby127a_3_1_ax.img	MTWM_L	9432	78.0000	244.0000	175.2739	28.9299	
kirby127a_3_1_ax.img	MTWM_R	10698	90.0000	254.0000	190.0018	33.1448	
kirby127a_3_1_ax.img	MTWM_L_pole	1616	84.0000	246.0000	175.3826	33.9398	
kirby127a_3_1_ax.img	MTWM_R_pole	1810	95.0000	251.0000	181.0922	31.7228	
kirby127a_3_1_ax.img	ITWM_L	6239	63.0000	244.0000	165.1310	30.3309	
kirby127a_3_1_ax.img	ITWM_R	5555	58.0000	246.0000	181.7619	30.8962	
kirby127a_3_1_ax.img	FuWM_L	5241	77.0000	254.0000	164.2068	32.0950	
kirby127a_3_1_ax.img	FuWM_R	5759	79.0000	275.0000	181.0533	34.2135	
kirby127a_3_1_ax.img	SOWM_L	3194	61.0000	207.0000	161.7835	25.7023	
kirby127a_3_1_ax.img	SOWM_R	3764	66.0000	227.0000	172.0925	25.2000	
kirby127a_3_1_ax.img	MOWM_L	12186	62.0000	200.0000	147.7016	24.2426	
kirby127a_3_1_ax.img	MOWM_R	12108	70.0000	227.0000	167.5876	28.9885	
kirby127a_3_1_ax.img	IOWM_L	1908	78.0000	186.0000	144.8723	20.9364	
kirby127a_3_1_ax.img	IOWM_R	3384	85.0000	233.0000	175.5954	29.5044	
kirby127a_3_1_ax.img	CuWM_L	6045	68.0000	227.0000	151.6131	28.2235	
kirby127a_3_1_ax.img	CuWM_R	4820	71.0000	229.0000	159.4151	29.5127	
kirby127a_3_1_ax.img	LGWM_L	8475	35.0000	254.0000	161.1599	31.7842	
kirby127a_3_1_ax.img	LGWM_R	6670	69.0000	278.0000	178.4700	38.0989	
kirby127a_3_1_ax.img	rostralWM_ACC_L	255	97.0000	255.0000	165.8255	25.6135	
target2.img	rostralWM_ACC_R	2	264.0000	264.0000	264.0000	0.0000e+00	
kirby127a_3_1_ax.img	subcallosalWM_ACC_L	120	161.0000	253.0000	225.7120	18.7991	
kirby127a_3_1_ax.img	subcallosalWM_ACC_R	106	127.0000	237.0000	192.1818	24.1964	
kirby127a_3_1_ax.img	subgenualWM_ACC_L	238	132.0000	267.0000	214.2172	21.2750	
kirby127a_3_1_ax.img	subgenualWM_ACC_R	143	157.0000	255.0000	208.1092	20.5748	
kirby127a_3_1_ax.img	dorsalWM_ACC_L	2883	82.0000	240.0000	168.5974	28.5116	
kirby127a_3_1_ax.img	dorsalWM_ACC_R	1792	85.0000	232.0000	161.7662	27.0822	
kirby127a_3_1_ax.img	PCCWM_L	3556	56.0000	257.0000	190.3530	27.9734	
kirby127a_3_1_ax.img	PCCWM_R	3940	93.0000	266.0000	197.9525	30.9312	
kirby127a_3_1_ax.img	CerebellumWM_R	10155	84.0000	265.0000	198.1339	26.1602	
kirby127a_3_1_ax.img	CerebellumWM_L	9158	70.0000	245.0000	182.5535	24.4827	
kirby127a_3_1_ax.img	MCP_cb_L	2870	143.0000	244.0000	197.8691	13.7759	
kirby127a_3_1_ax.img	MCP_cb_R	2643	170.0000	261.0000	223.8283	12.0694	
kirby127a_3_1_ax.img	ICP_cb_L	542	131.0000	250.0000	210.1064	14.9262	
kirby127a_3_1_ax.img	ICP_cb_R	576	139.0000	258.0000	221.3583	15.3044	
kirby127a_3_1_ax.img	FrontSul_L	15004	0.0000e+00	116.0000	28.9511	16.5722	
kirby127a_3_1_ax.img	FrontSul_R	11232	0.0000e+00	99.0000	27.6766	17.3101	
kirby127a_3_1_ax.img	CentralSul_L	2159	0.0000e+00	92.0000	25.2674	15.2438	
kirby127a_3_1_ax.img	CentralSul_R	1750	1.0000	91.0000	31.6001	17.4947	
kirby127a_3_1_ax.img	SylFrontSul_L	1589	1.0000	137.0000	33.0325	20.1865	
kirby127a_3_1_ax.img	SylFrontSul_R	1175	2.0000	108.0000	35.8887	19.6852	
kirby127a_3_1_ax.img	SylTempSul_L	1598	1.0000	135.0000	31.4974	18.8025	
kirby127a_3_1_ax.img	SylTempSul_R	1462	1.0000	132.0000	36.0690	20.6196	
kirby127a_3_1_ax.img	SylParieSul_L	640	0.0000e+00	69.0000	23.2345	15.5229	
kirby127a_3_1_ax.img	SylParieSul_R	288	1.0000	68.0000	28.7958	16.0944	
kirby127a_3_1_ax.img	ParietSul_L	8739	0.0000e+00	88.0000	27.4541	16.8708	
kirby127a_3_1_ax.img	ParietSul_R	9728	0.0000e+00	98.0000	28.8671	18.0696	
kirby127a_3_1_ax.img	CinguSul_L	1173	1.0000	103.0000	45.2682	19.0120	
kirby127a_3_1_ax.img	CinguSul_R	1419	1.0000	133.0000	42.3173	21.0417	
kirby127a_3_1_ax.img	OcciptSul_L	1934	0.0000e+00	112.0000	32.0993	19.2229	
kirby127a_3_1_ax.img	OcciptSul_R	2054	0.0000e+00	120.0000	34.5400	19.9960	
kirby127a_3_1_ax.img	TempSul_L	1139	1.0000	97.0000	34.5616	17.1574	
kirby127a_3_1_ax.img	TempSul_R	910	2.0000	161.0000	37.2256	16.8987	
kirby127a_3_1_ax.img	Caudate_tail_L	363	45.0000	222.0000	131.9139	34.6275	
kirby127a_3_1_ax.img	Fimbria_L	50	118.0000	228.0000	180.8293	33.0999	
kirby127a_3_1_ax.img	Caudate_tail_R	345	16.0000	248.0000	138.8920	44.3680	
kirby127a_3_1_ax.img	Fimbria_R	45	142.0000	225.0000	189.0811	22.3841	
kirby127a_3_1_ax.img	Chroid_LVetc_L	444	23.0000	258.0000	104.8297	35.4827	
kirby127a_3_1_ax.img	Chroid_LVetc_R	371	17.0000	224.0000	103.4401	36.2548	
kirby127a_3_1_ax.img	IV_ventricle	2700	3.0000	227.0000	64.2627	40.7481	
kirby127a_3_1_ax.img	ECCL_L	292	117.0000	196.0000	150.7860	15.3988	
kirby127a_3_1_ax.img	ECCL_R	292	133.0000	201.0000	162.8765	14.2072	



Type2-L1 Statistics

kirby127a_3_1_ax.img	Hemisphere_L	540794	0.0000e+00	374.0000	129.4696	52.2948	
kirby127a_3_1_ax.img	Hemisphere_R	553082	0.0000e+00	335.0000	136.0944	53.9034	
kirby127a_3_1_ax.img	Brainstem	30764	12.0000	307.0000	222.3549	31.2026	
kirby127a_3_1_ax.img	Cerebellum	143879	2.0000	265.0000	129.3039	45.5146	
kirby127a_3_1_ax.img	CSF	109776	0.0000e+00	258.0000	33.0193	26.3262	



Type2-L2 Statistics

kirby127a_3_1_ax.img	Hemisphere_L	434645	0.0000e+00	374.0000	114.2852	44.7780	
kirby127a_3_1_ax.img	Hemisphere_R	444113	0.0000e+00	295.0000	120.5586	46.4103	
kirby127a_3_1_ax.img	CerebralNucli_L	12380	14.0000	273.0000	165.5364	28.7978	
kirby127a_3_1_ax.img	CerebralNucli_R	13073	16.0000	273.0000	168.7348	30.4016	
kirby127a_3_1_ax.img	Thalamus_L	6342	38.0000	268.0000	192.1482	24.4523	
kirby127a_3_1_ax.img	Thalamus_R	6372	34.0000	265.0000	194.3232	27.0116	
kirby127a_3_1_ax.img	BasalForebrain_L	3341	15.0000	295.0000	196.2076	43.2780	
kirby127a_3_1_ax.img	BasalForebrain_R	3306	10.0000	335.0000	192.5140	41.6949	
kirby127a_3_1_ax.img	midbrain	10268	55.0000	307.0000	230.8583	29.2249	
kirby127a_3_1_ax.img	Cerebellum_R	71877	2.0000	265.0000	135.6437	46.9902	
kirby127a_3_1_ax.img	Cerebellum_L	72003	3.0000	250.0000	122.9753	43.0713	
kirby127a_3_1_ax.img	Brainstem_L	9893	25.0000	283.0000	213.8552	31.5708	
kirby127a_3_1_ax.img	Brainstem_R	10604	12.0000	299.0000	222.0513	30.5000	
kirby127a_3_1_ax.img	WhiteMatter_L	84087	2.0000	304.0000	195.2695	28.2166	
kirby127a_3_1_ax.img	WhiteMatter_R	86218	10.0000	300.0000	204.7043	28.2598	
kirby127a_3_1_ax.img	Ventricle	45791	0.0000e+00	258.0000	37.3184	34.2745	
kirby127a_3_1_ax.img	Sulcus_L	33971	0.0000e+00	137.0000	29.4653	17.5085	
kirby127a_3_1_ax.img	Sulcus_R	30015	0.0000e+00	161.0000	30.4828	18.6214	



Type2-L3 Statistics

kirby127a_3_1_ax.img	Frontal_L	158418	3.0000	374.0000	112.9728	46.7329	
kirby127a_3_1_ax.img	Frontal_R	161584	0.0000e+00	278.0000	115.5516	44.8661	
kirby127a_3_1_ax.img	Parietal_L	75116	1.0000	217.0000	112.1243	45.5713	
kirby127a_3_1_ax.img	Parietal_R	84142	0.0000e+00	234.0000	119.1807	49.2721	
kirby127a_3_1_ax.img	Temporal_L	95956	0.0000e+00	258.0000	116.8515	45.1987	
kirby127a_3_1_ax.img	Temporal_R	94748	1.0000	275.0000	130.0574	48.5413	
kirby127a_3_1_ax.img	Limbic_L	37827	5.0000	267.0000	127.7105	40.9615	
kirby127a_3_1_ax.img	Limbic_R	40912	5.0000	295.0000	125.5830	42.1734	
kirby127a_3_1_ax.img	Occipital_L	69060	1.0000	254.0000	117.2815	43.2451	
kirby127a_3_1_ax.img	Occipital_R	65778	0.0000e+00	278.0000	128.8455	49.1572	
kirby127a_3_1_ax.img	Insula_L	7241	10.0000	209.0000	102.3419	22.1017	
kirby127a_3_1_ax.img	Insula_R	7082	10.0000	246.0000	112.8027	24.0110	
kirby127a_3_1_ax.img	BasalGang_L	10397	14.0000	273.0000	170.1155	28.0932	
kirby127a_3_1_ax.img	BasalGang_R	10725	16.0000	273.0000	172.6275	30.8627	
kirby127a_3_1_ax.img	Thalamus_L	6342	38.0000	268.0000	192.1482	24.4523	
kirby127a_3_1_ax.img	Thalamus_R	6372	34.0000	265.0000	194.3232	27.0116	
kirby127a_3_1_ax.img	BasalForebrain_L	3341	15.0000	295.0000	196.2076	43.2780	
kirby127a_3_1_ax.img	BasalForebrain_R	3306	10.0000	335.0000	192.5140	41.6949	
kirby127a_3_1_ax.img	midbrain_L	4943	57.0000	296.0000	228.3875	27.4134	
kirby127a_3_1_ax.img	midbrain_R	5325	55.0000	307.0000	233.1521	30.6334	
kirby127a_3_1_ax.img	Cerebellum_R	71877	2.0000	265.0000	135.6437	46.9902	
kirby127a_3_1_ax.img	Cerebellum_L	72003	3.0000	250.0000	122.9753	43.0713	
kirby127a_3_1_ax.img	Pons_L	7491	35.0000	275.0000	219.5655	27.2021	
kirby127a_3_1_ax.img	Pons_R	8033	61.0000	299.0000	228.0194	25.8863	
kirby127a_3_1_ax.img	Medulla_L	2403	25.0000	283.0000	196.0509	37.1295	
kirby127a_3_1_ax.img	Medulla_R	2571	12.0000	286.0000	203.4001	35.8340	
kirby127a_3_1_ax.img	AnteriorWM_L	27258	9.0000	257.0000	197.5643	20.6657	
kirby127a_3_1_ax.img	AnteriorWM_R	28772	11.0000	263.0000	198.6765	17.9970	
kirby127a_3_1_ax.img	PosteriorWM_L	5184	2.0000	227.0000	179.5306	29.0010	
kirby127a_3_1_ax.img	PosteriorWM_R	4421	15.0000	235.0000	196.1485	34.4382	
kirby127a_3_1_ax.img	CorpusCallosum_L	12130	15.0000	304.0000	211.2458	31.5447	
kirby127a_3_1_ax.img	CorpusCallosum_R	13167	11.0000	300.0000	216.2090	32.5390	
kirby127a_3_1_ax.img	InferiorWM_L	25254	11.0000	278.0000	193.3041	28.8986	
kirby127a_3_1_ax.img	InferiorWM_R	24357	10.0000	285.0000	211.4739	29.3924	
kirby127a_3_1_ax.img	LimbicWM_L	7272	13.0000	276.0000	193.9672	37.1510	
kirby127a_3_1_ax.img	LimbicWM_R	7721	14.0000	287.0000	198.2777	40.9177	
kirby127a_3_1_ax.img	LateralVentricle_L	21332	0.0000e+00	258.0000	31.7147	29.8467	
kirby127a_3_1_ax.img	LateralVentricle_R	19342	0.0000e+00	245.0000	35.2398	33.2871	
kirby127a_3_1_ax.img	III_ventricle	2418	6.0000	214.0000	73.2938	35.4151	
kirby127a_3_1_ax.img	FrontSul_L	16593	0.0000e+00	137.0000	29.3419	16.9942	
kirby127a_3_1_ax.img	FrontSul_R	12407	0.0000e+00	108.0000	28.4542	17.7127	
kirby127a_3_1_ax.img	CentralSul_L	2159	0.0000e+00	92.0000	25.2674	15.2438	
kirby127a_3_1_ax.img	CentralSul_R	1750	1.0000	91.0000	31.6001	17.4947	
kirby127a_3_1_ax.img	TempSul_L	2736	1.0000	135.0000	32.7728	18.1987	
kirby127a_3_1_ax.img	TempSul_R	2372	1.0000	161.0000	36.5127	19.2856	
kirby127a_3_1_ax.img	ParietSul_L	9378	0.0000e+00	88.0000	27.1663	16.8159	
kirby127a_3_1_ax.img	ParietSul_R	10016	0.0000e+00	98.0000	28.8651	18.0158	
kirby127a_3_1_ax.img	CinguSul_L	1173	1.0000	103.0000	45.2682	19.0120	
kirby127a_3_1_ax.img	CinguSul_R	1419	1.0000	133.0000	42.3173	21.0417	
kirby127a_3_1_ax.img	OcciptSul_L	1934	0.0000e+00	112.0000	32.0993	19.2229	
kirby127a_3_1_ax.img	OcciptSul_R	2054	0.0000e+00	120.0000	34.5400	19.9960	
kirby127a_3_1_ax.img	IV_ventricle	2700	3.0000	227.0000	64.2627	40.7481	



Type2-L4 Statistics

kirby127a_3_1_ax.img	Frontal_L	158418	3.0000	374.0000	112.9728	46.7329	
kirby127a_3_1_ax.img	Frontal_R	161584	0.0000e+00	278.0000	115.5516	44.8661	
kirby127a_3_1_ax.img	Parietal_L	75116	1.0000	217.0000	112.1243	45.5713	
kirby127a_3_1_ax.img	Parietal_R	84142	0.0000e+00	234.0000	119.1807	49.2721	
kirby127a_3_1_ax.img	Temporal_L	95956	0.0000e+00	258.0000	116.8515	45.1987	
kirby127a_3_1_ax.img	Temporal_R	94748	1.0000	275.0000	130.0574	48.5413	
kirby127a_3_1_ax.img	Limbic_L	15184	10.0000	267.0000	158.9191	34.8384	
kirby127a_3_1_ax.img	Limbic_R	14397	15.0000	266.0000	164.2026	35.0858	
kirby127a_3_1_ax.img	Occipital_L	69060	1.0000	254.0000	117.2815	43.2451	
kirby127a_3_1_ax.img	Occipital_R	65778	0.0000e+00	278.0000	128.8455	49.1572	
kirby127a_3_1_ax.img	Cingulate_L	22643	5.0000	249.0000	106.7829	29.9665	
kirby127a_3_1_ax.img	Cingulate_R	26516	5.0000	295.0000	104.6145	28.7477	
kirby127a_3_1_ax.img	Insula_L	7241	10.0000	209.0000	102.3419	22.1017	
kirby127a_3_1_ax.img	Insula_R	7082	10.0000	246.0000	112.8027	24.0110	
kirby127a_3_1_ax.img	Striatum_L	9029	14.0000	236.0000	162.8997	21.9798	
kirby127a_3_1_ax.img	Striatum_R	9248	16.0000	253.0000	164.1629	23.6192	
kirby127a_3_1_ax.img	GP_L	1368	150.0000	273.0000	217.7404	14.0643	
